Timestamp,moradorOuSeguranca,casaOuPredios,cidadeCasas,qntdCasas,1a5seguroCasas,1a5segurancaCasas,problemas,problemasDescricaoCasas,temCamerasCasas,camerasSuficientesCasas,moraComDependenteCasas,dependenteTransitaSoCasas,preocupadoDependenteAndarSoCasas,avisadoDependenteSoCasas,cidadePredios,qntdBlocosPredios,andaresPredios,1a5seguroPredios,1a5segurancaPredios,problemasPredios,descricaoPredios,temCamerasPredios,camerasSuficientesPredios,"MoraComDependentesPredios
distúrbios)",dependenteTansitaSoPredios,"PreocupadoDependenteAndarSoPredios
acompanhamento?",avisadoDependenteSoPredios,trabalhaCasaPredio,cidadeTrabalhaPredio,seguranca1a5trabalhaPredio,controleDeAcessoPredios,temCameraTrabalhaPredios,"CamerasSuficientesTrabalhaPredios
comuns?",problemasTrabalhaPredio,descricaoTrabalhaPredio,cidadeTrabalhaCasas,1a5segurancaTrabalhaCasas,Qual controle de acesso seu condomínio possui?,temCamerasTrabalhaCasas,camerasSuficientesCasas,problemasTrabalhaCasa,descricaoProblemaTrabalhaCasa
10/21/2024 14:07:19,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,32,Até 6 blocos,De 3-8 andares,3,4,Não,,Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:07:21,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Rio de Janeiro ,Até 6 blocos,De 3-8 andares,3,3,Não,,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:07:32,Morador,Moro em um condomínio de Casas,Guaratinguetá SP,Mais de 10 quadras,5,4,Não,,Sim,Não,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:07:47,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Campo Grande ms,Mais de 11 blocos,De 3-8 andares,5,4,Não,,Não,,Não,,Não,Sim,,,,,,,,,,,,,,,
10/21/2024 14:07:54,Morador,Moro em um condomínio de Casas,Petrolina ,De 5 a 10 quadras,3,3,Não,,Sim,Não,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:08:02,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Canindé ,Até 6 blocos,De 3-8 andares,3,3,Sim,Tentativa de homicídio ,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:08:17,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,São José dos Pinhais PR ,Até 6 blocos,Até 3 andares,3,3,Sim,Furto em um dos apartamentos ,Não,,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:08:27,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,ipojuca-Pernambuco,Mais de 11 blocos,De 3-8 andares,3,2,Não,,Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:08:42,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,45,Até 6 blocos,Mais de 8 andares,3,3,Sim,Carro entrar sem se identificar corretamente ,Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:08:49,Morador,Moro em um condomínio de Casas,Parnamirim RN,Mais de 10 quadras,5,5,Não,,Sim,Não,Não,Não,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:08:55,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Maceió ,Até 6 blocos,Mais de 8 andares,1,1,Sim,Roubo de bicicleta na garagem e o bandido teve acesso pelo portão arrombando e tirando do trilho. Com a ação gastou em média de 3minutos.,Sim,Não,Não,Não,Não,Não,,,,,,,,,,,,,,,
10/21/2024 14:09:10,Morador,Moro em um condomínio de Casas,Recife ,De 5 a 10 quadras,4,4,Não,Nenhuma ,Sim,Sim,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:09:29,Morador,Moro em um condomínio de Casas,Salgueiro pe,Até 5 quadras,5,5,Não,,Sim,Não,Não,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:09:30,Morador,Moro em um condomínio de Casas,Campina Grande/PB,De 5 a 10 quadras,4,3,Não,,Sim,Não,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:09:37,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,51,Até 6 blocos,Mais de 8 andares,1,3,Não,,Sim,Não,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,
10/21/2024 14:09:51,Morador,Moro em um condomínio de Casas,Fortaleza ,Mais de 10 quadras,3,4,Não,,Sim,Não,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:09:55,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Aracaju,Até 6 blocos,Mais de 8 andares,2,2,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:10:00,Morador,Moro em um condomínio de Casas,Piracicaba sp,Até 5 quadras,3,5,Sim,Assalto em residencia do vizinho,Sim,Não,Sim,Sim,Não,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:10:42,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Socorro/SE,De 6 a 11 blocos,De 3-8 andares,5,4,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:10:47,Morador,Moro em um condomínio de Casas,Floriano ,Até 5 quadras,4,4,Não,,Sim,Não,Não,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:10:54,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Lauro de Freitas ,Mais de 11 blocos,De 3-8 andares,3,3,Não,,Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:10:57,Morador,Moro em um condomínio de Casas,Uberlândia MG ,De 5 a 10 quadras,4,4,Não,,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:11:14,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Porto VELHO Rondônia ,De 6 a 11 blocos,Mais de 8 andares,3,3,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:11:19,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,ARACAJU,Mais de 11 blocos,Até 3 andares,3,2,Não,,Sim,Não,Sim,Não,Não,Sim,,,,,,,,,,,,,,,
10/21/2024 14:11:30,Morador,Moro em um condomínio de Casas,Maceió ,Mais de 10 quadras,5,3,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:11:43,Morador,Moro em um condomínio de Casas,Simão dias ,De 5 a 10 quadras,1,1,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:11:47,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Natal,Até 6 blocos,Até 3 andares,4,1,Não,,Não,Não,Não,Sim,Não,Sim,,,,,,,,,,,,,,,
10/21/2024 14:11:53,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Sao Cristóvão ,Mais de 11 blocos,Até 3 andares,1,2,Sim,"Tive dois problemas. A invasão do ex marido dentro do condomínio. Invadiu foi até o apartamento e ainda me bateu eu estando em um pós parto. E não teve segurança que tirasse ele lá de dentro. Em quanto ninguém fazia nada eu estava dentro do apartamento punhado por um covande. E até hj ele nunca teve nada. Mesmo eu prestando o B.O. TENHO MESO ATE HJ. A outra situação foi que teve uma época que adolescentes invadiam os apartamentos para fazer bruxaria. Eles esperacan o dono sair e invadiam,e ainda se tivesse algo que gostassem acabava levando de boa. Fico com  não só com um pé atrás,mais o corpo todo. Não me sinto 100% segura.",Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:12:08,Morador,Moro em um condomínio de Casas,Vitória da Conquista ,Mais de 10 quadras,5,5,Não,,Sim,Sim,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:12:25,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Taubaté ,Mais de 11 blocos,De 3-8 andares,4,4,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:12:33,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Cuiabá MT ,De 6 a 11 blocos,De 3-8 andares,5,5,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:12:39,Morador,Moro em um condomínio de Casas,itacarambi MG,Até 5 quadras,5,5,Não,,Sim,Sim,Não,Não,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:12:44,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Fortaleza ,Até 6 blocos,Mais de 8 andares,2,2,Sim,Subiu pessoas pra unidade B sendo que elas seriam  pessoas destinadas a unidade c,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:13:09,Morador,Moro em um condomínio de Casas,Brasília - DF,Mais de 10 quadras,5,5,Não,,Sim,Sim,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:13:26,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Campo Grande MS,Até 6 blocos,De 3-8 andares,3,2,Sim,Roubaram o moto de um morador ,Não,,Não,Sim,Não,,,,,,,,,,,,,,,,
10/21/2024 14:13:43,Morador,Moro em um condomínio de Casas,Currais Novos/RN,Até 5 quadras,2,2,Não,,Sim,Sim,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:14:50,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,37,Até 6 blocos,De 3-8 andares,4,3,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:15:07,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,47,Até 6 blocos,Mais de 8 andares,4,4,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:15:17,Morador,Moro em um condomínio de Casas,Feira de Santana-Ba,Até 5 quadras,3,3,Não,,Sim,Não,Sim,Sim,Não,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:16:54,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Aracaju ,Mais de 11 blocos,Até 3 andares,5,4,Não,,Sim,Não,Não,,,Sim,,,,,,,,,,,,,,,
10/21/2024 14:16:57,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Brasília - DF,Até 6 blocos,De 3-8 andares,4,5,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:17:11,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Maceió ,Até 6 blocos,Mais de 8 andares,5,4,Não,,Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:17:31,Morador,Moro em um condomínio de Casas,Rio de Janeiro ,Mais de 10 quadras,2,2,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:17:49,Morador,Moro em um condomínio de Casas,Arapiraca,Mais de 10 quadras,2,5,Não,,Sim,Sim,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:18:15,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Vila velha ES ,Até 6 blocos,De 3-8 andares,1,1,Sim,Roubo,Sim,Não,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:18:29,Morador,Moro em um condomínio de Casas,Santa Brigida ,Até 5 quadras,2,2,Não,,Não,,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:18:32,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Divinópolis/MG,Até 6 blocos,De 3-8 andares,4,4,Não,,Sim,Não,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:18:44,Morador,Moro em um condomínio de Casas,Caruaru ,De 5 a 10 quadras,5,5,Não,,Sim,Sim,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:18:45,Morador,Moro em um condomínio de Casas,Arapiraca ,Mais de 10 quadras,2,3,Sim,Roubaram a torneira do meu jardim,Não,,Não,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:18:49,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Belem,Até 6 blocos,Mais de 8 andares,2,2,Sim,Furto de guirlanda de Natal ,Sim,Sim,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,
10/21/2024 14:19:28,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Maceió,Até 6 blocos,Mais de 8 andares,3,3,Não,,Sim,Sim,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:19:28,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,42,Mais de 11 blocos,Até 3 andares,4,3,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:19:46,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,35,Mais de 11 blocos,De 3-8 andares,3,3,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:19:53,Morador,Moro em um condomínio de Casas,São Paulo ,De 5 a 10 quadras,4,4,Sim,"Permitiram a entrada se uma pessoa que eu conheço, mas sem que eu tivesse autorizado, nem fui comunicada que a pessoa estava entrando ",Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:19:59,Morador,Moro em um condomínio de Casas,Frei Paulo ,Até 5 quadras,1,1,Não,,Não,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:20:02,Morador,Moro em um condomínio de Casas,Brasília ,Até 5 quadras,4,4,Não,,Sim,Sim,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:20:11,Segurança,,,,,,,,,,,,,,,,,,,,,,,,,,,Trabalho em um condomínio de Prédios,,,,,,,,São Luís ,5,Porteiro,Sim,Não,Não,
10/21/2024 14:20:15,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Maceio,Até 6 blocos,De 3-8 andares,5,5,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:20:34,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Campina grande pb,Até 6 blocos,Até 3 andares,2,1,Não,,Não,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:21:08,Morador,Moro em um condomínio de Casas,52,Mais de 10 quadras,4,4,Sim,Roubo de moveis de picina,Sim,Não,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:21:12,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Londrina ,Até 6 blocos,Mais de 8 andares,1,3,Sim,"Particularmente hoje tem uma empresa fazendo a pintura da fachada eo rapaz só não entrou dentro do apto porque a janela emperrou ele queria pegar água no tanque para misturar na tinta e detalhe eu moro no 14* andar eu fiquei quieta p ver se ele ia entrar e ver a reação dele mas só não entrou porque a janela emperrou. Então não temos segurança porque quando há uma brecha assim nem mesmos as pessoas que cuidam da segurança não imaginam uma coisa dessa acontecer então o que falta é atenção em todos os detalhes possíveis desde os mais impossíveis tem que estar pensando na segurança em qualquer perigo que possa ter,até um pintor de fachada que pode entrar pela janela de um apartamento.",Sim,Não,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:21:21,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Aracaju,De 6 a 11 blocos,De 3-8 andares,4,4,Não,,Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:21:27,Morador,Moro em um condomínio de Casas,Salvador Bahia ,Mais de 10 quadras,3,3,Não,,Sim,Não,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:21:45,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Salvador ,Mais de 11 blocos,De 3-8 andares,2,1,Não,,Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:22:27,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Fortaleza ,Mais de 11 blocos,Até 3 andares,4,3,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:22:32,Morador,Moro em um condomínio de Casas,Brasília ,Até 5 quadras,4,4,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:22:32,Morador,Moro em um condomínio de Casas,Ribeirão Preto SP,Mais de 10 quadras,4,4,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:22:44,Segurança,,,,,,,,,,,,,,,,,,,,,,,,,,,Trabalho em um condomínio de Prédios,,,,,,,,Maceió ,3,Remoto,Sim,Não,Sim,Agressão contra morador
10/21/2024 14:22:58,Morador,Moro em um condomínio de Casas,Monte Alegre/ PA ,De 5 a 10 quadras,4,4,Não,,Não,,Sim,Sim,Não,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:23:03,Morador,Moro em um condomínio de Casas,Brasilia,Mais de 10 quadras,4,3,Não,,Não,,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:23:07,Morador,Moro em um condomínio de Casas,Limeira,De 5 a 10 quadras,5,4,Não,,Sim,Sim,Sim,Sim,Não,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:23:18,Morador,Moro em um condomínio de Casas,Aracaju ,Até 5 quadras,2,1,Não,,Sim,Sim,Não,,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:23:18,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Ponta Grossa / PR,Até 6 blocos,De 3-8 andares,3,2,Não,,Sim,Não,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,
10/21/2024 14:23:19,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Goiânia ,Até 6 blocos,Mais de 8 andares,5,5,Não,,Sim,Não,Não,,Não,Sim,,,,,,,,,,,,,,,
10/21/2024 14:23:24,Morador,Moro em um condomínio de Casas,Arapiraca,De 5 a 10 quadras,4,3,Não,,Sim,Não,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:24:11,Morador,Moro em um condomínio de Casas,Tremembé SP,Mais de 10 quadras,5,5,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:24:18,Morador,Moro em um condomínio de Casas,Própria ,Até 5 quadras,5,5,Não,,Sim,Não,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:24:46,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,São Vicente SP ,Até 6 blocos,De 3-8 andares,2,1,Não,,Sim,Não,Não,,,Sim,,,,,,,,,,,,,,,
10/21/2024 14:24:48,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Florianópolis sc,Até 6 blocos,Mais de 8 andares,3,3,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:24:52,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Porto Alegre RS ,Até 6 blocos,De 3-8 andares,3,3,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:24:55,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Maceió ,De 6 a 11 blocos,De 3-8 andares,2,2,Sim,Roubo de bike,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:24:57,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,37,Mais de 11 blocos,De 3-8 andares,4,4,Não,,Sim,Não,Não,,,Não,,,,,,,,,,,,,,,
10/21/2024 14:25:12,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Feira de santana  Ba,Mais de 11 blocos,Até 3 andares,5,4,Não,,Sim,Não,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:25:22,Morador,Moro em um condomínio de Casas,Petrolina ,Até 5 quadras,3,3,Não,,Não,Não,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:25:23,Morador,Moro em um condomínio de Casas,Jequié Bahia,Até 5 quadras,3,3,Sim,Ladrao entrou em uma das casas,Sim,Não,Sim,Sim,Não,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:25:32,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Vitória ES,Até 6 blocos,Mais de 8 andares,4,4,Não,,Sim,Não,Sim,Sim,Não,Não,,,,,,,,,,,,,,,
10/21/2024 14:25:36,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Aracaju,Até 6 blocos,Mais de 8 andares,3,3,Sim,Furto de bicicleta no estacionamento do subsolo,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:25:40,Morador,Moro em um condomínio de Casas,Recife ,Até 5 quadras,3,3,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:25:53,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Manaus ,Mais de 11 blocos,De 3-8 andares,3,3,Sim,Entraram com caminhão de mudança e levaram tudo de um apto . ,Não,Não,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,
10/21/2024 14:25:53,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Praia Grande/SP,Até 6 blocos,Mais de 8 andares,3,3,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:25:55,Morador,Moro em um condomínio de Casas,São José dos Campos - SP,De 5 a 10 quadras,3,2,Não,,Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:26:14,Morador,Moro em um condomínio de Casas,Propriá ,Até 5 quadras,2,2,Sim,,Sim,Não,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:26:30,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Rio Claro SP,Até 6 blocos,Mais de 8 andares,3,3,Não,,Sim,Sim,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:26:48,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,19,Mais de 11 blocos,Até 3 andares,4,4,Não,,Sim,Sim,Não,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:26:52,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Petropolis rj ,Até 6 blocos,De 3-8 andares,3,2,Não,,Sim,Não,Sim,Sim,Não,Não,,,,,,,,,,,,,,,
10/21/2024 14:26:54,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Fortaleza ,Até 6 blocos,Mais de 8 andares,3,4,Não,,Sim,Sim,Não,,,Sim,,,,,,,,,,,,,,,
10/21/2024 14:27:37,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Salvador,Até 6 blocos,Mais de 8 andares,5,5,Sim,Entrada de estranho pulando a grade fugindo da polícia ,Sim,Sim,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,
10/21/2024 14:27:39,Morador,Moro em um condomínio de Casas,Natal RN,Mais de 10 quadras,3,3,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:27:43,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,33,Até 6 blocos,Mais de 8 andares,3,3,Sim,"Ja aconteceu do prédio ficar com os portões abertos, esquecidos pelos moradores, e no início, houve um arrombamento em alguns andares em apartamentos vazios.",Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:27:49,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Araucária Paraná ,Mais de 11 blocos,De 3-8 andares,4,1,Não,,Sim,Não,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:27:52,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Natal RN,Até 6 blocos,De 3-8 andares,5,3,Não,,Sim,Não,Sim,Não,Não,Não,,,,,,,,,,,,,,,
10/21/2024 14:27:55,Morador,Moro em um condomínio de Casas,36,Até 5 quadras,1,3,Não,,Sim,Não,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:27:58,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Rio de janeiro ,Até 6 blocos,Até 3 andares,1,1,Sim,Roubaram o hidrômetro ,Não,,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:28:02,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Sao Paulo Capital,Até 6 blocos,Mais de 8 andares,4,3,Sim,"Pessoas passaram pela portaria se dizendo parentes de morador q nao estava. Disseram que tinham a chave. Os porteiros liberaram acesso. Furtaram um apto em outro andar di que o indicado, mediante arrombamento. Sairam do condominio normalmente, pela portaria. ",Sim,Não,Não,Não,Sim,Não,,,,,,,,,,,,,,,
10/21/2024 14:28:03,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,MACEIO,Até 6 blocos,De 3-8 andares,1,1,Não,,Sim,Não,Não,Não,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:28:24,Morador,Moro em um condomínio de Casas,João Pessoa ,Até 5 quadras,1,1,Não,,Sim,Não,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:29:26,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Aracaju ,De 6 a 11 blocos,Até 3 andares,5,5,Não,,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,
10/21/2024 14:29:30,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Nossa Senhora Do Socorro ,Mais de 11 blocos,De 3-8 andares,4,4,Não,,Sim,Sim,Sim,Sim,Não,Sim,,,,,,,,,,,,,,,
10/21/2024 14:29:50,Morador,Moro em um condomínio de Casas,São José do Rio preto ,De 5 a 10 quadras,4,3,Não,,Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:29:54,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Fortaleza,Mais de 11 blocos,Até 3 andares,4,4,Não,,Não,,Não,,,,,,,,,,,,,,,,,,
10/21/2024 14:29:56,Morador,Moro em um condomínio de Prédios,,,,,,,,,,,,,Natal RN,De 6 a 11 blocos,Mais de 8 andares,5,5,Sim,Furto dentro apto ( no entanto o morador autorizou a entrada da pessoa).,Sim,Não,Não,Não,Não,Sim,,,,,,,,,,,,,,,
10/21/2024 14:30:26,Morador,Moro em um condomínio de Casas,Garanhuns,Mais de 10 quadras,5,4,Não,,Sim,Não,Sim,Não,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
